restaurant_code,name,img_link,region,address,lat,lng,open_time,close_time,tel_no
RES0027,퓨전포차 술술술,https://d12zq4w4guyljn.cloudfront.net/300_300_20240429112629537_photo_75637b91f7d4.webp,신대방삼거리,서울특별시 동작구 국사봉길 33 1층 퓨전포차 술술술,37.4979243176186,126.929718446668,17:00,01:00,0507-1481-4779
RES0028,춘리마라탕 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260201101820_photo1_aec27fd59f7e.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 18 2001호,37.4986551850367,126.929518840656,10:00,03:00,0507-1491-0480
RES0029,상도감자탕,https://d12zq4w4guyljn.cloudfront.net/300_300_20250207035721668_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 국사봉길 12 1층 105호,37.4985308036648,126.928697264633,17:00,22:00,02-815-2009
RES0030,단길,https://d12zq4w4guyljn.cloudfront.net/300_300_20240828041520764_photo_75637b91f7d4.webp,신대방삼거리,서울특별시 동작구 보라매로 96-1 1층,37.4978928860534,126.928242245986,18:00,02:00,0507-1344-3087
RES0031,육전국밥 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20241226053213_photo1_8ce0f4adbb15.webp,신대방삼거리역,서울특별시 동작구 상도로 71 1층,37.500025638736,126.92865739277,00:00,24:00,02-3280-4504
RES0032,보드람치킨,https://d12zq4w4guyljn.cloudfront.net/300_300_20250207125132921_photo_75637b91f7d4.jpg,신대방,서울특별시 동작구 보라매로 96-1,37.4978928860534,126.928242245986,15:00,02:00,02-813-7979
RES0033,우이락 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260407145030_photo1_6a4c2d126da1.webp,신대방삼거리역,서울특별시 동작구 여의대방로24길 129 1층,37.4993389083699,126.92720734555,17:00,02:00,070-8806-5431
RES0034,정송숙12년전통 오렌지김밥 상도동점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250207113547069_photo_75637b91f7d4.webp,성대시장,서울특별시 동작구 성대로2길 7 1층,37.4993656537497,126.931709717703,09:00,20:00,02-815-2934
RES0035,미분당 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250531122758_photo1_f1ea2e035470.webp,신대방삼거리역,서울특별시 동작구 보라매로19길 25 1층 미분당 신대방삼거리점,37.4977851154504,126.926322709889,11:00,21:00,0507-1370-5455
RES0036,파도회,https://d12zq4w4guyljn.cloudfront.net/300_300_20250207040621831_photo_75637b91f7d4.webp,신대방삼거리,서울특별시 동작구 신대방동 여의대방로24차길 48,37.4988567675559,126.927921737318,,,02-821-5576
RES0037,치킨89 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250130105205322_photo_75637b91f7d4.webp,신대방,서울특별시 동작구 보라매로 98-5 1층 치킨89,37.4979282592536,126.928479467561,14:00,00:00,0507-1444-8801
RES0038,홍가네반찬,https://d12zq4w4guyljn.cloudfront.net/300_300_20241123085509515_photo_75637b91f7d4.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 45,37.4992744023286,126.930969862711,08:00,20:00,02-822-7788
RES0039,계림원,https://d12zq4w4guyljn.cloudfront.net/300_300_20250208122205211_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 상도로12길 13,37.4991896729516,126.929688649391,12:00,23:30,02-826-8996
RES0040,한사라참치,https://d12zq4w4guyljn.cloudfront.net/300_300_20240707050134672_photo_75637b91f7d4.webp,신대방삼거리역,서울특별시 동작구 여의대방로24길 141,37.4991824992095,126.927951166467,14:00,01:00,02-826-5100
RES0041,우니꾸,https://d12zq4w4guyljn.cloudfront.net/300_300_20240908230916_photo1_0bfd7e730f3d.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4,37.4987738088069,126.928852981582,17:00,22:30,0507-1438-2900
RES0042,카페 알코브,https://d12zq4w4guyljn.cloudfront.net/300_300_20250703013151_photo1_b27a90652516.webp,신대방삼거리역,서울특별시 동작구 대방동1길 12 1층,37.5003785465597,126.926572352836,08:00,21:00,0507-1356-9870
RES0043,황금수산,https://d12zq4w4guyljn.cloudfront.net/300_300_20250207011712044_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 상도로 48 1층,37.4995724109162,126.925842135228,15:00,00:00,0507-1353-6637
RES0044,우리숯불국밥 본정,https://d12zq4w4guyljn.cloudfront.net/300_300_20250503180038_photo1_3c232e2fcc86.jpg,신대방삼거리역,"서울특별시 동작구 국사봉1길 12 ,1층(상도동, 진선빌딩)",37.4987849415093,126.929236790898,,,
RES0045,발리다포차 서울신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240818014714430_photo_75637b91f7d4.webp,신대방삼거리,서울특별시 동작구 상도로 101 나동 2층,37.5004977721076,126.931561556124,17:00,03:00,02-3280-2362
RES0046,소문난포장마차,https://d12zq4w4guyljn.cloudfront.net/300_300_20250528105141_photo1_73d7bd3eeb1b.webp,신대방삼거리,서울특별시 동작구 여의대방로24차길 48,37.4988567675559,126.927921737318,,,02-813-2236
RES0047,숲,https://d12zq4w4guyljn.cloudfront.net/300_300_20250206041039659_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 상가동1층 1431호,37.4983519180861,126.925286048904,16:30,02:00,010-9883-3295
RES0048,라밥 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260406080730_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 보라매로 106 1층,37.4987076494436,126.928363487917,00:00,24:00,02-821-5400
RES0049,소곱창 클라쓰,https://d12zq4w4guyljn.cloudfront.net/300_300_20260318071259_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 132 1층 102호,37.4981513585394,126.927168804832,14:00,00:00,0507-1381-8710
RES0050,고유부,https://d12zq4w4guyljn.cloudfront.net/300_300_20260404113820671_photo_06158889def5.webp,신대방삼거리,서울특별시 동작구 국사봉길 33 1층,37.4979243176186,126.929718446668,08:00,21:00,0507-1410-7819
RES0051,뿌루밀리 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240306195629_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉길 2 1층 뿌루밀리,37.498822636271,126.928393911783,08:00,22:00,02-3280-3330
RES0052,한솔웰빙쌈밥시골보리밥,https://d12zq4w4guyljn.cloudfront.net/300_300_20240619092503_photo1_904849d8beeb.webp,성대시장,서울특별시 동작구 성대로2길 7,37.4993656537497,126.931709717703,11:00,22:00,02-6081-5551
RES0053,오봉집 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260226110950_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 대방동길 6 1층 108호,37.5003791922191,126.927913262343,11:00,22:00,02-3280-0644
RES0054,은우네간식,https://d12zq4w4guyljn.cloudfront.net/750_750_20260107032134_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 63,37.4985318183304,126.931477517034,,,
RES0055,탕화쿵푸마라탕 대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260107100150_photo1_2e0a34e50e59.webp,신대방삼거리역,서울특별시 동작구 보라매로 113 203호,37.4994633095093,126.927896614044,11:00,23:30,02-3280-2577
RES0056,시선 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251222064342_photo1_3c232e2fcc86.webp,신대방삼거리,서울특별시 동작구 보라매로 93 지하1층,37.4977975981503,126.927714337339,17:00,04:00,02-6465-6748
RES0057,큰맘할매순대국 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260226055310_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 11 대룡빌딩,37.4990136207961,126.929243360392,10:00,00:00,02-822-5151
RES0058,회가대표초밥24 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240221040354598_photo_06158889def5.webp,신대방,서울특별시 동작구 보라매로 98 1층,37.4979900385753,126.928281846408,00:00,24:00,0507-1368-6306
RES0059,호치킨 신대방삼거리역 1번출구점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240914001014_photo1_0bfd7e730f3d.webp,신대방삼거리역,서울특별시 동작구 상도로 78 1층,37.4995449770673,126.929148090508,14:00,00:00,02-825-5727
RES0060,뱃살도둑 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260401123018253_photo_893cdf7af757.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 상가동 1층 1404호 뱃살도둑 신대방삼거리점,37.498386,126.927045,10:00,21:30,02-3280-7751
RES0061,혼미 신대방삼거리직영점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251127123647_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 상가동 1층 1452호 혼미 신대방삼거리직영점,37.499028,126.926597,17:00,03:00,02-3280-1078
RES0062,양은이네 신대방삼거리역직영점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250425182246_photo1_3c232e2fcc86.jpg,신대방삼거리,서울특별시 동작구 보라매로 93 1층,37.4977975981503,126.927714337339,11:00,22:30,0507-1410-7887
RES0063,포안베트남쌀국수,https://d12zq4w4guyljn.cloudfront.net/750_750_20260307073113_photo1_aec27fd59f7e.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 11 1층,37.4990136207961,126.929243360392,10:30,21:00,0507-1348-1007
RES0064,경성 찹쌀꽈배기,https://d12zq4w4guyljn.cloudfront.net/750_750_20250327044628863_photo_2ab46e76d287.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 11 1층,37.4990136207961,126.929243360392,10:30,22:00,02-825-1158
RES0065,한울전집,https://d12zq4w4guyljn.cloudfront.net/750_750_20250831102452_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 37 2층,37.4991536248024,126.930589431684,16:00,01:00,02-824-9020
RES0066,시래불고기 화풍정,https://d12zq4w4guyljn.cloudfront.net/300_300_20231122010533_photo1_6883ec65ce26.webp,성대시장,서울특별시 동작구 상도로 102 성대전통시장 2층,37.4999426964441,126.931776254273,11:00,21:30,0507-1489-3507
RES0067,미르양 피자,https://d12zq4w4guyljn.cloudfront.net/300_300_20241016111332_photo1_904849d8beeb.webp,신대방삼거리역,서울특별시 동작구 여의대방로24길 101 지하1층,37.4990877047725,126.925611349157,11:30,22:00,0507-1374-3278
RES0068,피맥 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251127125901_photo1_3c232e2fcc86.webp,신대방삼거리,서울특별시 동작구 여의대방로24길 131 (대방동),37.4993119772556,126.927368296713,18:00,03:00,070-7631-3727
RES0069,돌솥밥 & 생선구이,https://d12zq4w4guyljn.cloudfront.net/300_300_20251108101847704_photo_6624c2839efa.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 112,37.4979604415664,126.926162859469,10:30,21:00,02-816-3452
RES0070,코랄밸리,https://d12zq4w4guyljn.cloudfront.net/750_750_20260127072822_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 62,37.4986545266946,126.931307434289,11:00,20:00,0507-1309-2282
RES0071,인생곱창,https://d12zq4w4guyljn.cloudfront.net/300_300_20240603125038_photo1_4f29965b2826.webp,신대방삼거리역,서울특별시 동작구 상도로12길 5-4 유천빌딩,37.4992950795064,126.930125411574,16:30,01:00,02-822-7062
RES0072,미소찬,https://d12zq4w4guyljn.cloudfront.net/750_750_20250406165657_photo1_3c232e2fcc86.webp,성대시장,서울특별시 동작구 상도로 102,37.4999426964441,126.931776254273,,,
RES0073,노량진 수제비,https://d12zq4w4guyljn.cloudfront.net/300_300_20260320120008374_photo_.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 보라매자이더포레스트 상가 1219호,37.4983519180861,126.925286048904,,,010-2937-5359
RES0074,카츠디나인 본점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250928085228771_photo_c2f5e0670740.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 12-5 1층,37.4985131083097,126.929237386672,11:30,21:20,0507-1307-4150
RES0075,심야식당중도,https://d12zq4w4guyljn.cloudfront.net/300_300_20260406080415_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 상가동 1층,37.4983519180861,126.925286048904,18:00,03:00,010-7789-5990
RES0076,마라홀릭 마라탕 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240629082428452_photo_c5fc37379e10.webp,신대방삼거리,서울특별시 동작구 여의대방로22길 121 보라매자이아파트 상가 2층 2431호,37.4983519180861,126.925286048904,11:00,22:00,0507-1331-3368
RES0077,사나운치킨 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240217121458_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 21,37.4990365999776,126.92970202423,13:00,00:30,02-813-2232
RES0078,찰찰보리식빵 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251110115921_photo1_c1847619d700.webp,신대방삼거리역,서울특별시 동작구 상도로 80 1층,37.4995366451478,126.929377781936,08:00,22:00,0507-1359-8863
RES0079,울엄마 떡볶이,https://d12zq4w4guyljn.cloudfront.net/300_300_20231009103123_photo1_a9bbdd15780b.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4,37.4987738088069,126.928852981582,11:30,23:00,02-869-5300
RES0080,버거리 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20241222021021331_photo_36a2bf515749.webp,신대방삼거리역,서울특별시 동작구 상도로 62 칸타빌레 1층 101호,37.4995457952711,126.92737960531,10:00,21:00,02-817-8170
RES0081,유가네닭갈비 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20241201164906_photo1_be536599d76f.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4 2층,37.4987738088069,126.928852981582,11:00,22:00,0507-1340-2006
RES0082,몽소,https://d12zq4w4guyljn.cloudfront.net/300_300_20240221045119226_photo_06158889def5.webp,신대방삼거리역,서울특별시 동작구 상도로 65 대방동빌딩,37.4999838361632,126.927922011043,08:00,23:55,02-815-4058
RES0083,샤브로21 신대방삼거리,https://d12zq4w4guyljn.cloudfront.net/750_750_20250710112849776_photo_0bfd7e730f3d.webp,신대방삼거리역,서울특별시 동작구 여의대방로24길 129 1층,37.4993389083699,126.92720734555,11:00,22:00,02-3280-5721
RES0084,원조소금구이,https://d12zq4w4guyljn.cloudfront.net/300_300_20231022055214004_photo_06158889def5.webp,신대방삼거리,서울특별시 동작구 여의대방로24길 134,37.4990756935399,126.927449949078,16:00,05:00,02-3280-3793
RES0085,삼거리닭발 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260226110150_photo1_3c232e2fcc86.webp,신대방삼거리,서울특별시 동작구 보라매로 99 1층,37.4981984895548,126.927769476569,17:00,03:00,0507-1328-9497
RES0086,타코야끼&CAFE 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260119103029_photo1_3c232e2fcc86.webp,신대방삼거리역,서울 동작구 신대방동 347-27,37.4990651778536,126.927639381967,12:00,02:00,
RES0087,동대문곱창볶음전문,https://d12zq4w4guyljn.cloudfront.net/300_300_20250129224519_photo1_0bfd7e730f3d.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 31,37.4990877995739,126.930195719417,15:30,01:00,02-825-0858
RES0088,상도제빵소,https://d12zq4w4guyljn.cloudfront.net/300_300_20240709080728_photo1_fd993a6fc3b2.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 21 광성빌딩,37.4990365999776,126.92970202423,07:00,23:59,02-883-8071
RES0089,장뜰 떡볶이,https://d12zq4w4guyljn.cloudfront.net/300_300_20240703022203_photo1_b27a90652516.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 138,37.4983012106277,126.927632655403,11:30,22:00,02-3280-8488
RES0090,인생족보,https://d12zq4w4guyljn.cloudfront.net/750_750_20240617003413_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4,37.4987738088069,126.928852981582,,,02-821-7838
RES0091,선아닭발,https://d12zq4w4guyljn.cloudfront.net/300_300_20241001094632_photo1_0bfd7e730f3d.webp,신대방삼거리,서울특별시 동작구 여의대방로24길 131 2층,37.4993119772556,126.927368296713,18:00,00:00,010-4631-2818
RES0092,뭉텅 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250617062221_photo2_6dd1aeec37d2.webp,신대방삼거리역,서울특별시 동작구 상도로 54 1층,37.499604096184,126.926370116433,13:00,22:30,0507-1463-7938
RES0093,성대낙지,https://d12zq4w4guyljn.cloudfront.net/300_300_20250831032309577_photo_75637b91f7d4.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4,37.4987738088069,126.928852981582,11:30,22:00,02-816-4347
RES0094,월매흑염소,https://d12zq4w4guyljn.cloudfront.net/300_300_20240316071407287_photo_06158889def5.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 121 2층 2406호,37.4983519180861,126.925286048904,10:00,22:00,0507-1367-1189
RES0095,투썸플레이스 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251018122400849_photo_dcdabea2ff59.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 32,37.4988226340989,126.930349426426,08:00,22:00,02-6959-8888
RES0096,꼬야네맛,https://d12zq4w4guyljn.cloudfront.net/300_300_20241113113439_photo1_904849d8beeb.webp,성대시장,서울특별시 동작구 성대로2길 5-1,37.4994937957958,126.931898685541,,,
RES0097,팥들었슈,https://d12zq4w4guyljn.cloudfront.net/750_750_20231130085034_photo1_fd993a6fc3b2.webp,신대방삼거리역,서울특별시 동작구 보라매로 110 1층,37.4990985683018,126.928466477124,09:00,20:00,0507-1408-6886
RES0098,카페아에 동작점,https://d12zq4w4guyljn.cloudfront.net/750_750_20240610100059056_photo_ca43cde980f3.webp,신대방삼거리역,서울특별시 동작구 상도로 55 1층,37.4999916859935,126.926768037371,07:00,02:00,0507-1352-6618
RES0099,대포곱창,https://d12zq4w4guyljn.cloudfront.net/300_300_20241201005942_photo1_0bfd7e730f3d.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 18 1층 1001호,37.4986551850367,126.929518840656,17:00,01:00,02-812-7671
